"This class is MCTE 371, Secondary English Curriculum and Instruction, taught by Simmons in 2022. Any inquiries regarding Title IX or the Colleges Policy Prohibiting Discrimination, Harassment, and Retaliation should be directed to the Title IX Coordinator identified below. The Coordinator will be available to meet with or talk to students, staff, and faculty regarding issues relating to Title IX and this policy. Lori Ferguson Equity Coordinator  Poling Hall, Suite 123  (309) 457-211  equity@monmouthcollege.edu  Michelle Merritt  Deputy Equity Coordinator  Vice President and Dean for Student Success  Hewes Library, Room 128  (309) 457-2115  equity@monmouthcollege.edu  Individuals may also contact the U.S. Department of Educations Office of Civil Rights for additional information. Office for Civil Rights U.S. Department of Education-Chicago Office  500 W Madison St., Suite 1475 Chicago, IL 60661-4544  (312) 730-1560  ocr@ed.gov Student Success at Monmouth College: The Academic Support and Accessibility Services Office offers free resources to assist Monmouth College students with their academic success. Programs include Supplemental Instruction for difficult classes, Drop-In and appointment tutoring, and individual Academic Coaching. Our office is here to help all students excel academically, since every student can work toward better grades, practice stronger study skills, and manage their time better. Please email academicsupport@monmouthcollege.edu for assistance.",MCTE,371,Secondary English Curriculum and Instruction,Simmons,2022
"This class is MCTE 371, Secondary English Curriculum and Instruction, taught by Simmons in 2022. Accessibility Services: If you have a disability and/or medical/mental health condition or had academic accommodations in high school or another college, you may be eligible for academic accommodations at Monmouth College under the Americans with Disabilities Act (ADA). Monmouth College is committed to equal educational access. To discuss any of the services offered, please call or meet with Jennifer Sanberg, Associate Director of Academic Support and Accessibility Services. The ASAS office is located on the first floor of the Hewes Library, opposite Einsteins Bros Bagel. They can be reached at 309-457-2257 or via email at: academicsupport@monmouthcollege.edu  Counseling Services Monmouth College provides cost-free, professional and confidential counseling sessions to support you and to help you manage challenges that may impact your personal and academic success. The Counseling Center is located on the upper level of Poling Hall (Rooms 204 and 216) and the hours are Monday-Friday, 8:30 am. to 5:00 pm. For an appointment call Student Success at 309-457-2115, email counselingservices@monmouthcollege.edu, cbeadles@monmouthcollege.edu, or tcaudill@monmouthcollege.edu or request an appointment directly by going to titanium.monmouthcollege.edu and click on request an appointment.",MCTE,371,Secondary English Curriculum and Instruction,Simmons,2022
"This class is MCTE 371, Secondary English Curriculum and Instruction, taught by Simmons in 2022. Writing Center: The Writing Center offers unlimited, free peer tutoring sessions for Monmouth College students. Peer writing tutors are trained to work with writers from any major, of any writing ability, on any type of writing assignment, and at any stage of their writing processes, from planning to drafting to revising to editing. Peer speech tutors are also available on a limited basis to assist student speakers at any point in the process of designing a speech from outlining to delivery. The Writing Center is located on the main floor of the Hewes Library. No appointment is necessary! Visit https://www.monmouthcollege.edu/offices/writing-center/ for the latest information on hours of operation and writing center workshops Library Resources: Hewes Library: The goal of Hewes Library is to help students succeed in meeting their research needs. We do this in person and online, using a variety of formats including chat, email, and Zoom. We provide access to print and digital resources and have access to collections from around the world. We encourage students to reach out if they have questions and #JustAsk! Were here to help. Email reference@monmouthcollege.edu to set up a personal consultation OR visit/call the Hewes Library reference desk during scheduled hours. 309-457-2190",MCTE,371,Secondary English Curriculum and Instruction,Simmons,2022
"This class is MCTE 371, Secondary English Curriculum and Instruction, taught by Simmons in 2022. Our hours this year are:  Sunday 1pm-9pm  Monday - Thursday 7:30am - 9pm  Friday 7:30am-4:30pm  Saturday CLOSED",MCTE,371,Secondary English Curriculum and Instruction,Simmons,2022
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. design and operation of digital computers. By learning about the organization of computers, including processor datapath, processor control, memory systems, and I/O, students will develop an intuition about why hardware is the way it is and how software interacts with hardware. Through detailed implementation experience students will learn to make careful tradeoffs between functional, performance and cost goals when selecting and interconnecting hardware components. / Topics Possible topics include: Technology Trends in CPU performance Instruction Sets Computer Arithmetic Datapath and Control Pipelining Memory Hierarchies Input and Output Multiprocessors Digital Logic Sources The course textbook will be: Patterson, David A. and Hennessy, John L. Computer Organization and Design MIPS Edition, Fifth Edition:  The Hardware/Software Interface. Morgan Kaufmann. 2013. ISBN-13: 978-0124077263. Other sources will be posted on this webpage as needed. Policies Late Assignments: In general, late assignments will not be accepted. Exceptions may be made only for ",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. situations beyond your control. If you feel your reason is justified, schedule a meeting with the instructor to  plead your case. Academic Dishonesty: Monmouth Colleges official policy on academic dishonesty can be found here.  You are responsible for reading and complying with that policy. In this course, any violation of the academic honesty policy will have varying consequences depending on the severity of the infraction as judged by the instructor. Minimally, a violation will result in an F or 0 points on the assignment in question. Additionally, the students course grade may be lowered by one letter grade. In severe cases, the student will be assigned a course grade of F and dismissed from the class. All cases of academic dishonesty will be reported to the Associate Dean who may decide to recommend further action to the Admissions and Academic Status Committee, including suspension or dismissal. It is assumed that students will educate themselves regarding what is considered to be academic dishonesty, so excuses or claims of ignorance will not mitigate the consequences of any violations",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. Collaboration: We encourage you to make use of the resources available to you it is fine to seek help  from a friend, tutor, instructor, internet, etc. However, copying of answers and any act worthy of the label of cheating is never permissible! It is understandable that when you work with a partner or a group that the  resultant product is often extremely similar. This is acceptable but be prepared to be asked to defend your  collaborations to the instructor. You should always be able to reproduce an answer on your own, and if you  cannot you likely do not really know the material. One way to collaborate effectively is to avoid taking careful notes during a collaboration session. Discuss the material and sketch out possible solutions on a whiteboard. When you have finished, take a break and then write up your solutions without any help from notes or pictures from the study session. This not only  / helps avoid violations of academic dishonesty, it also improves your retention of the material!",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. When assignments are meant to be done in groups, you will be directed to turn in one set of solutions per group. Otherwise, each student must turn in an assignment representing their own work. Electronic Devices: Do not use your phone in class. Keep it on silent or leave it at home. Any computer or  tablet usage should be related to the course. Other usage is rude and distracting to others. General Expectations: In short, I expect you to be respectful of others and take responsibility for your own  learning. You are here to learn, so work hard and be professional. Just attending class is not sufficient to truly learn the material. Read the text, use the resources  available at Monmouth College, and go beyond the material. If you miss class, you are responsible for everything covered on that day. College is, in some sense,  your job. Take pride in creating quality work. Staple your assignments, label problems, and present  your answers neatly and orderly. Your job is to convince me that you have learned the material show your work! Even if you do not ",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. know a particular answer, guide me through your thought process. Assessment Assignments The course workload is as follows: Category Number of Assignments Homework 78 Exams 3 Some homework assignments will be written assignments only; some will include programming components. Your lowest homework score will be dropped. Exams will be open book and notes unless otherwise specified. Each exam focuses primarily, but not necessarily exclusively, on material covered since the previous exam. The final exam will include a small number of cumulative questions, and I reserve the right to include at most two cumulative questions on each of the other exams. Workload The weekly workload for this course will vary by student but on average should be about 11 hours per week. The follow tables provides a rough estimate of the distribution of this time over different course components for a 16 week semester. Category Total Time Time/week (hours) Lectures 3 Homework 80 5 11 / Category Total Time Time/week (hours)",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. Exam Study 16 1 Reading+Unstructured Study 2 11 Grading Your final grade is based on a weighted average of particular assignment categories. You can estimate your current grade based on your scores and these weights. You may always visit the instructor outside of class to discuss your current standing. Category Weight Homework 35% Exam 1 15% Exam 2 15% Final Exam 25% Participation 10% Your participation grade is based on a variety of activities. During class I will often make sure of the Socrative app, so youll need to install this on your phones. Participating in Socrative questions and with in-class group activities is required for a decent participation grade; a full grade also includes asking questions either in class or in office hours. This courses uses a standard grading scale. Assignments and final grades will not be curved except in rare cases when its deemed necessary by the instructor. Percentage grades translate to letter grades as follows: Score Grade 94100 A 9093 A- 8889 B+",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. 8287 B 8081 B- 7879 C+ 7277 C 7071 C- 6869 D+ 6267 D 6061 D- 059 F / You are always welcome to challenge a grade that you feel is unfair or calculated incorrectly. Mistakes made in your favor will never be corrected to lower your grade. Mistakes made not in your favor will be corrected. Basically, after the initial grading your score can only go up as the result of a challenge. Schedule The following tentative calendar should give you a feel for how work is distributed throughout the semester. Assignments and events are listed in the week they are due or when they occur. This calendar is subject to change based on the circumstances of the course. Date Topic Assignment Wed 08/22 Introduction and Components of a Read/review Ch. 1, HW 0 out Computer Fri 08/24 Measuring Performance Mon 08/27 Measuring Performance II HW 1 out, Read Appendix B.1 Tue 08/28 Basic Logic Design Read B.2 Wed 08/29 Combinational Logic Read B.3 Fri 08/31 More Combinational Logic and Integer Representation Mon 09/03",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. A Simple ALU Read B.5 Tue 09/04 Carry Lookahead Addition Read B.6 Wed 09/05 Clocks and Memory Read B.7-9 Fri 09/07 Homework Presentations and ECC HW 1 due (Solutions), HW 2 out Mon 09/10 Homework Review and MIPS Arithmetic Read 2.2-2.1 Instructions Tue 09/11 R-format Instructions Read 2.3-2.4 Wed 09/12 I-format Instructions Read 2.5 Fri 09/14 Logic and Conditional Instructions Read 2.6-2.7 Mon 09/17 Loop Exercises HW 2 due (Solutions), HW 3 out Tue 09/18 More Loops Wed 09/19 Procedures Read 2.8 Fri 09/21 More Procedures and Character Data Read 2.9 Mon 09/24 Addressing Modes and Linking Read 2.10, Practice Exam 1 Tue 09/25 Homework Presentations and Dynamic HW 3 due (Solutions) Linking Wed 09/26 Pointers versus Arrays Tue 12/11 Final Exam / 8:00 AM Date Topic Assignment Fri 09/28 Exam 1 Review Practice Exam 1 Solutions Mon 10/01 Exam 1 (Solutions) Tue 10/02 Programming with SPIM Read A.1-A.6, A.9, HW 4 out Wed 10/03 Integer Arithmetic and Basic Multiplication Read 3.1-3.2 Fri 10/05 Multiplication and Division",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. Read 3.3-3.4 Mon 10/08 Optimized Division; Floating Point Read 3.5 Tue 10/09 Floating Point Representation Wed 10/10 Floating Point Arithmetic and MIPS (10/1110/15) (Fall Break) (Fall Break) Tue 10/16 Review FP and Matrix Multiply Read 3.6-3.8 Wed 10/17 SIMD Matrix Multiply Read 3.9-3.10 Fri 10/19 Homework Review and Simple DataPath HW 4 due (Solutions), HW 5 out, Read 4.1 Mon 10/22 Simple Processor Implementation Read 4.2-4.4 Tue 10/23 Single-Cycle Exercises Wed 10/24 Pipelining Overview Read 4.5 Fri 10/26 Pipelining Implementation Read 4.6 Mon 10/29 (Class Cancelled) Tue 10/30 Data Hazards Read 4.7 Wed 10/31 (Class Cancelled) Read 4.8-4.9 (optional) Fri 11/02 Homework Review and ILP Overview HW 5 due (Solutions), HW 6 out Mon 11/05 (Class Cancelled) Practice Exam 2 Tue 11/06 Static Scheduling Read 4.10 Wed 11/07 Exam 2 Review Practice Exam 2 Solutions Fri 11/09 Exam 2 (Solutions) Mon 11/12 Exam Review and Superscalar Skim 4.11-4.14 Tue 11/13 Memory Hierarchy Read 5.1-5.2 Wed 11/14 Basics of Caches",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. Read 5.3 Fri 11/16 Cache Performance Read 5.4 Mon 11/19 Associativity Read 5.5 Tue 12/11 Final Exam / 8:00 AM Date Topic Assignment Tue 11/20 Homework Review and Cache Blocking HW 6 due (Solutions), HW 7 out (11/2111/25) (Thanksgiving Break) (Thanksgiving Break) Mon 11/26 (Class Cancelled) Tue 11/27 Virtual Machines and Virtual Memory Read 5.6-5.7 Wed 11/28 Common Framework for the Memory Read 5.8 Hierarchy Fri 11/30 Cache Coherence Read 5.13, 5.15-5.16 Mon 12/03 Parallel Programs Read 6.1-6.3, Practice Exam 3 Tue 12/04 Multithreading, Multicore, GPU Read 6.4-6.5 Wed 12/05 Review HW 7 due, Practice Exam 3 Solutions Tue 12/11 Final Exam 8:00 AM Monmouth College Services The Teaching and Learning Center offers FREE resources to assist Monmouth College students with their  academic success. Programs include Supplemental Instruction for difficult classes, Drop-In and  appointment tutoring, and individual Academic Coaching. The TLC is here to help students excel  academically. TLC services are not just for struggling students, but can assist all students to get better ",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 230, Computer Architecture:Organization, taught by Utterback in 2018. grades, practice stronger study skills, and manage time. The TLC is located on the 2nd floor of Poling Hall. Disability Support Services: If you have a disability or had academic accommodations in high school or  another college, you may be eligible for academic accommodations at Monmouth College under the  Americans with Disabilities Act (ADA). Monmouth College is committed to equal educational access. Students with disabilities can apply for accommodations at the Teaching and Learning Center. If you have not been diagnosed with a learning disability but believe that you would benefit from  disability screening, please contact Amy Hofmeister in Counseling Services. The instructor will be notified of students with accommodations; however, it is the students  responsibility to activate her/his accommodations. Please meet with the instructor ASAP if this applies  to you! /",COMP,230,Computer Architecture:Organization,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. students with a useful toolbox of machine learning techniques that can be applied to real-life data. Techniques may include logistic and linear regression, SVMs, decision trees, neural networks, and clustering. The focus will / be on developing important skills in preparing data and selecting and evaluating models, though we will delve into the mathematical intuition behind each model. Topics Possible topics include: Python for data science and visualization Linear models for regression Linear models for classification Preprocessing, feature selection and engineering Support vector machines Trees, forests, and ensembles Gradient boosting Model Evaluation and Selection Dimensionality reduction Clustering Word embeddings Neural Networks Learning Objectives An understanding of the types of machine learning and the intuition behind the techniques listed above An ability to analyze real-world data and prepare it for learning/mining via data cleaning An ability to add, remove, and modify data features and evaluate their effect on ML models",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. An ability to compare and evaluate the performance of several ML models on a particular dataset An ability to communicate algorithmic findings and effectively present results through visualization Sources The required course textbook is: Kuhn, Max and Johnson, Kjell. Applied Predictive Modeling. Springer. 2013. ISBN-13: 978-1-4614-6848-6. I also recommend, but do not require: Guido, Sarah and Muller, Andreas. Introduction to Machine Learning with Python. OReilly. 2016. ISBN-13: 978- 1449369415. Goodfellow, Ian and Bengio, Yoshua and Courville, Aaron. Deep Learning. MIT Press. 2016. ISBN: 9780262035613. Policies Late assignments: You have each been allotted a total of 5 late days. You may apply these to any problem sets you see fit and turn in your solutions with no penalty. However, you may use at most 2 on any individual assignment. The whole point here is to give you some flexibility that allows for things like illnesses, long trips, and the like. I am unlikely to grant further extensions.",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. Academic dishonesty: Monmouth Colleges official policy on academic dishonesty can be found here. You are responsible for reading and complying with that policy. In this course, any violation of the academic honesty policy will have varying consequences depending on  / the severity of the infraction as judged by the instructor. Minimally, a violation will result in an F or 0 points on the assignment in question. Additionally, the students course grade may be lowered by one letter grade. In severe cases, the student will be assigned a course grade of F and dismissed from the class. All cases of academic dishonesty will be reported to the Associate Dean who may decide to recommend further action to the Admissions and Academic Status Committee, including suspension or dismissal. It is assumed that students will educate themselves regarding what is considered to be academic dishonesty, so excuses or claims of ignorance will not mitigate the consequences of any violations Collaboration: We encourage you to make use of the resources available to you it is fine to seek help ",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. from a friend, tutor, instructor, internet, etc. However, copying of answers and any act worth of the label cheating is never permissible! In addition to listing your sources and collaborators, you should be  producing your own writeup in your own words. By your own words, we mean you should be producing  the text yourself, without some external aid. Verbatim copying of text is specifically disallowed, but so is  taking a source and rearranging some phrases and changing some variable names to create a derivative  version! Such behavior is definitely NOT using your own words. It does not matter if you helped  contribute to this source text with others, since then you are still not the sole author of the text. The point of  collaborating on an assignment is not to produce a jointly authored set of solutions, since that violates the  course policies. Instead, it is to help you solve the problems, which sometimes involve a bit of creativity. After you have jointly come up with the ideas you need to solve the problems, though, you should part ways with your group and sit down to do the writing by yourself. I also advise against sharing the writeup you submit with others, since if someone else uses your text as a source for their own solution (with or without your permission), you will also be implicated in the violation of the academic integrity policy. In any case, if two nearly identical solutions are received, we have no way of tell which is the original, and the policy is to not award credit for either submission.",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. Electronic devices: Do not use your phone in class. Keep it on silent or leave it at home. Any computer or  tablet usage should be related to the course. Other usage is rude and distracting to others. General expectations: In short, I expect you to be respectful of others and take responsibility for your own  learning. You are here to learn, so work hard and be professional. Just attending class is not sufficient to truly learn the material. Read the text, use the resources  available at Monmouth College, and go beyond the material. If you miss class, you are responsible for everything covered on that day. College is, in some sense,  your job. Take pride in creating quality work. Staple your assignments, label problems, and present  your answers neatly and orderly. Your job is to convince me that you have learned the material show your work! Even if you do not  know a particular answer, guide me through your thought process. Assessment Assignments The course workload is as follows: Category",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. Number of Assignments Final Grade Weight Homework 57 50% / Category Number of Assignments Final Grade Weight Midterm 1 20% Final 1 20% Participation - 10% Most (probably all) homework assignments will involve programming. Each exam focuses primarily, but not necessarily exclusively, on material covered since the previous exam. In other words, the final exam may include one or two questions from first-half material. Your participation grade is based on a variety of activities. During class I will often make sure of the Socrative app, so youll need to install this on your phones. Participating in Socrative questions and with in-class group activities is required for a decent participation grade; a full grade also includes asking questions either in class or in office hours. Grading Your final grade is based on a weighted average of particular assignment categories, with weights shown above. You can estimate your current grade based on your scores and these weights. You may always visit the instructor outside of class to discuss your current standing.",COMP,350,Machine Learning,Utterback,2018
"This class is COMP 350, Machine Learning, taught by Utterback in 2018. This courses uses a standard grading scale. Assignments and final grades will not be curved except in rare cases when its deemed necessary by the instructor. Percentage grades translate to letter grades as follows: Score Grade 94100 A 9093 A- 8889 B+ 8287 B 8081 B- 7879 C+ 7277 C 7071 C- 6869 D+ 6267 D 6061 D- 059 F You are always welcome to challenge a grade that you feel is unfair or calculated incorrectly. Mistakes made in your favor will never be corrected to lower your grade. Mistakes made not in your favor will be corrected. Basically, after the initial grading your score can only go up as the result of a challenge. Workload / The weekly workload for this course will vary by student and over the semester, but on average should be about 12 hours per week. The follow table provides a rough estimate of the distribution of this time over different course components for a 16 week semester. Category Total Time Time/Week (Hours) Lectures 55 3.5 Homework 72 4.5 Exam Study 27 1.5 Reading+Unstructured Study",COMP,350,Machine Learning,Utterback,2018
