"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023.  Policies on Academic Dishonesty: From the Monmouth College Academic Honesty Policy: We view academic dishonesty as a threat to the integrity and intellectual mission of our institution. Any breach of the academic honesty policy either intentionally or unintentionally - will be taken seriously and may result not only in failure in the course, but in suspension or expulsion from the college. It is each students responsibility to read, understand and comply with the general academic honesty policy at Monmouth College, as defined here in the Scots Guide, and to the specific guidelines for each course, as elaborated on the professors syllabus. The following areas are examples of violations of the academic honesty policy: Cheating on tests, labs, etc; Plagiarism, i.e., using the words, ideas, writing, or work of another without giving appropriate credit; Improper collaboration between students, i.e., not doing ones own work on outside assignments specified as group projects by the instructor;", What is plagiarism? ,"  Plagiarism is using the words, ideas, writing, or work of another without giving appropriate credit. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023.  Policies on Academic Dishonesty: From the Monmouth College Academic Honesty Policy: We view academic dishonesty as a threat to the integrity and intellectual mission of our institution. Any breach of the academic honesty policy either intentionally or unintentionally - will be taken seriously and may result not only in failure in the course, but in suspension or expulsion from the college. It is each students responsibility to read, understand and comply with the general academic honesty policy at Monmouth College, as defined here in the Scots Guide, and to the specific guidelines for each course, as elaborated on the professors syllabus. The following areas are examples of violations of the academic honesty policy: Cheating on tests, labs, etc; Plagiarism, i.e., using the words, ideas, writing, or work of another without giving appropriate credit; Improper collaboration between students, i.e., not doing ones own work on outside assignments specified as group projects by the instructor;", What will happen if a student breaches the Academic Honesty Policy? ,  The student may face not only a failing grade but suspension or expulsion from the college. 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive. The complete Monmouth College Academic Honesty Policy can be found on the College web page by clicking on Student Life then on Scots Guide in the navigation bar to the left, then Academic Regulations in the navigation bar at the left. Or you can visit the web page directly by typing in this URL:https://ou.monmouthcollege.edu/life/residence-life/scots-guide/academic-regulations.aspx In this course, any violation of the academic honesty policy will have varying consequences depending on the severity of the infraction as judged by the instructor. Minimally, a violation will result in an F or 0 points on the assignment in question. Additionally, the students course grade may be lowered by one letter grade. In severe cases, the student will be assigned a course grade of F and dismissed from the class. All cases of academic dishonesty will be reported to the Associate Dean who may decide to recommend further action to the Admissions and Academic Status Committee, including suspension or dismissal. It is assumed that students will educate themselves regarding what is considered to be academic dishonesty, so excuses or claims of ignorance will not mitigate the consequences of any violations.", What is the Monmouth College Academic Honesty Policy? ,  The Monmouth College Academic Honesty Policy outlines the expectations and consequences of academic dishonesty such as plagiarism and collusion. 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive. The complete Monmouth College Academic Honesty Policy can be found on the College web page by clicking on Student Life then on Scots Guide in the navigation bar to the left, then Academic Regulations in the navigation bar at the left. Or you can visit the web page directly by typing in this URL:https://ou.monmouthcollege.edu/life/residence-life/scots-guide/academic-regulations.aspx In this course, any violation of the academic honesty policy will have varying consequences depending on the severity of the infraction as judged by the instructor. Minimally, a violation will result in an F or 0 points on the assignment in question. Additionally, the students course grade may be lowered by one letter grade. In severe cases, the student will be assigned a course grade of F and dismissed from the class. All cases of academic dishonesty will be reported to the Associate Dean who may decide to recommend further action to the Admissions and Academic Status Committee, including suspension or dismissal. It is assumed that students will educate themselves regarding what is considered to be academic dishonesty, so excuses or claims of ignorance will not mitigate the consequences of any violations.", What is the consequence of submitting work previously submitted in another course? ,"  Consequences of submitting work previously submitted in another course, without prior authorization by the instructor, will vary, but minimally result in an F or 0 points on the assignment in question. Additionally, the student's course grade may be reduced by one letter grade. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive. The complete Monmouth College Academic Honesty Policy can be found on the College web page by clicking on Student Life then on Scots Guide in the navigation bar to the left, then Academic Regulations in the navigation bar at the left. Or you can visit the web page directly by typing in this URL:https://ou.monmouthcollege.edu/life/residence-life/scots-guide/academic-regulations.aspx In this course, any violation of the academic honesty policy will have varying consequences depending on the severity of the infraction as judged by the instructor. Minimally, a violation will result in an F or 0 points on the assignment in question. Additionally, the students course grade may be lowered by one letter grade. In severe cases, the student will be assigned a course grade of F and dismissed from the class. All cases of academic dishonesty will be reported to the Associate Dean who may decide to recommend further action to the Admissions and Academic Status Committee, including suspension or dismissal. It is assumed that students will educate themselves regarding what is considered to be academic dishonesty, so excuses or claims of ignorance will not mitigate the consequences of any violations.", What is the URL of the Monmouth College Academic Honesty Policy? ,  The URL of the Monmouth College Academic Honesty Policy is https://ou.monmouthcollege.edu/life/residence-life/scots-guide/academic-regulations.aspx. 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. WEEK 15  TU. Apr. 18 CH. 16 Romanesque Art EXAM REVIEW TH. Apr.20 EXAM CH. 13-16 WEEK 16  TU. Apr. 25 NO CLASS SCHOLARS DAY TH. Apr. 27 CH.17: Gothic Art of the 12th and 13th C. Read: Chapter 17  Chapter 18: 14th C. in Europe Read: Chapter 18 WEEK 17 TU. May 2 Last Day of Class Chapter 18: 14th C. Art in Europe EVALUATIONS THIRD ANALYSIS PAPER DUE TH May 4  Reading Day Sat, May 6 at 11:30-2:00 FINAL EXAM: CH. 17-18 plus COMPREHENSIVE Final Exam attendance is MANDATORY The information above is a tentative schedule that I fully intend to follow, but I reserve the right to make any changes to the course outline if scheduling problems occur. Sometimes more time will be needed to complete units and scheduling conflicts can occur, especially in the event of inclement weather or a special event. I will let you know of any changes during class as well as through email but it is your responsibility to access the necessary avenues to receive such information.  In-Class Five Minute Expert Presentation Schedule:", What is the In-Class Five Minute Expert Presentation Schedule? ,  Each student must sign up for one five-minute expert presentation. 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. WEEK 15  TU. Apr. 18 CH. 16 Romanesque Art EXAM REVIEW TH. Apr.20 EXAM CH. 13-16 WEEK 16  TU. Apr. 25 NO CLASS SCHOLARS DAY TH. Apr. 27 CH.17: Gothic Art of the 12th and 13th C. Read: Chapter 17  Chapter 18: 14th C. in Europe Read: Chapter 18 WEEK 17 TU. May 2 Last Day of Class Chapter 18: 14th C. Art in Europe EVALUATIONS THIRD ANALYSIS PAPER DUE TH May 4  Reading Day Sat, May 6 at 11:30-2:00 FINAL EXAM: CH. 17-18 plus COMPREHENSIVE Final Exam attendance is MANDATORY The information above is a tentative schedule that I fully intend to follow, but I reserve the right to make any changes to the course outline if scheduling problems occur. Sometimes more time will be needed to complete units and scheduling conflicts can occur, especially in the event of inclement weather or a special event. I will let you know of any changes during class as well as through email but it is your responsibility to access the necessary avenues to receive such information.  In-Class Five Minute Expert Presentation Schedule:", When is the Third Analysis Paper Due? ,"  The Third Analysis Paper is due on Thursday, May 4. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. WEEK 15  TU. Apr. 18 CH. 16 Romanesque Art EXAM REVIEW TH. Apr.20 EXAM CH. 13-16 WEEK 16  TU. Apr. 25 NO CLASS SCHOLARS DAY TH. Apr. 27 CH.17: Gothic Art of the 12th and 13th C. Read: Chapter 17  Chapter 18: 14th C. in Europe Read: Chapter 18 WEEK 17 TU. May 2 Last Day of Class Chapter 18: 14th C. Art in Europe EVALUATIONS THIRD ANALYSIS PAPER DUE TH May 4  Reading Day Sat, May 6 at 11:30-2:00 FINAL EXAM: CH. 17-18 plus COMPREHENSIVE Final Exam attendance is MANDATORY The information above is a tentative schedule that I fully intend to follow, but I reserve the right to make any changes to the course outline if scheduling problems occur. Sometimes more time will be needed to complete units and scheduling conflicts can occur, especially in the event of inclement weather or a special event. I will let you know of any changes during class as well as through email but it is your responsibility to access the necessary avenues to receive such information.  In-Class Five Minute Expert Presentation Schedule:", Is the Final Exam attendance mandatory? ," Yes, the Final Exam attendance is mandatory. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Ishtar Gate (CH. 2) Nanna Ziggurat (CH.2) Nefertiti (CH. 3) Citadel at Mycenae (CH. 4) Lion Gate (CH. 4) Nike Adjusting Her Sandal (CH. 5) Greek Theater, Epidauros (CH. 5) Dying Gallic Trumpeter (CH. 5) Capitoline She-Wolf (CH. 6) House of the Vetii, Pompeii (CH.6) Column of Trajan (CH.6) The Good Shepherd marble sculpture (CH.7) Crucifixion and Iconoclasts (CH. 8) Plate with Kufic Border (CH. 9) Illuminated Tugra of Sultan Suleyman (CH. 9) Lion Capital (CH. 10) Standing Buddha (CH. 10) Seated Guanyin Bodhisattva (CH. 11) Womb World Mandala (CH. 12) Pyramid (El Castillo) with Chacmool (CH. 13) Bowl with Scorpions (CH. 13) Nok Horseman (CH. 14) Maius Woman Clothed with the Sun, Mogan Beatus (CH. 15) Salisbury Cathedral (CH. 17) Shrine of the Three Kings (Ch. 17) Pisano Life of St.John the Baptist (CH. 18) Master Theodoric St. Luke (CH. 18) Academic Honesty: From the Monmouth College Academic Honesty Policy:  We view academic dishonesty as a threat to the integrity and intellectual mission of our institution. Any breach of the academic honesty policy either intentionally or unintentionally - will be taken seriously and may result not only in failure in the course, but in suspension or expulsion from the college. It is each students responsibility to read, understand and comply with the general academic honesty policy at Monmouth College, as defined here in the Scots Guide, and to the specific guidelines for each course, as elaborated on the professors syllabus. ", What is the Monmouth College Academic Honesty Policy? ,"  The Monmouth College Academic Honesty Policy states that any breach of the academic honesty policy intentionally or unintentionally will be taken seriously and may result in failure in the course, suspension or expulsion from the college. It is each student's responsibility to read, understand and comply with the general academic honesty policy as defined in the Scots Guide, as well as the specific guidelines for each course as described in the professor's syllabus. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Ishtar Gate (CH. 2) Nanna Ziggurat (CH.2) Nefertiti (CH. 3) Citadel at Mycenae (CH. 4) Lion Gate (CH. 4) Nike Adjusting Her Sandal (CH. 5) Greek Theater, Epidauros (CH. 5) Dying Gallic Trumpeter (CH. 5) Capitoline She-Wolf (CH. 6) House of the Vetii, Pompeii (CH.6) Column of Trajan (CH.6) The Good Shepherd marble sculpture (CH.7) Crucifixion and Iconoclasts (CH. 8) Plate with Kufic Border (CH. 9) Illuminated Tugra of Sultan Suleyman (CH. 9) Lion Capital (CH. 10) Standing Buddha (CH. 10) Seated Guanyin Bodhisattva (CH. 11) Womb World Mandala (CH. 12) Pyramid (El Castillo) with Chacmool (CH. 13) Bowl with Scorpions (CH. 13) Nok Horseman (CH. 14) Maius Woman Clothed with the Sun, Mogan Beatus (CH. 15) Salisbury Cathedral (CH. 17) Shrine of the Three Kings (Ch. 17) Pisano Life of St.John the Baptist (CH. 18) Master Theodoric St. Luke (CH. 18) Academic Honesty: From the Monmouth College Academic Honesty Policy:  We view academic dishonesty as a threat to the integrity and intellectual mission of our institution. Any breach of the academic honesty policy either intentionally or unintentionally - will be taken seriously and may result not only in failure in the course, but in suspension or expulsion from the college. It is each students responsibility to read, understand and comply with the general academic honesty policy at Monmouth College, as defined here in the Scots Guide, and to the specific guidelines for each course, as elaborated on the professors syllabus. ", What is the name of the sculpture showing Nike adjusting her sandal? ,  Nike Adjusting Her Sandal 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. Ishtar Gate (CH. 2) Nanna Ziggurat (CH.2) Nefertiti (CH. 3) Citadel at Mycenae (CH. 4) Lion Gate (CH. 4) Nike Adjusting Her Sandal (CH. 5) Greek Theater, Epidauros (CH. 5) Dying Gallic Trumpeter (CH. 5) Capitoline She-Wolf (CH. 6) House of the Vetii, Pompeii (CH.6) Column of Trajan (CH.6) The Good Shepherd marble sculpture (CH.7) Crucifixion and Iconoclasts (CH. 8) Plate with Kufic Border (CH. 9) Illuminated Tugra of Sultan Suleyman (CH. 9) Lion Capital (CH. 10) Standing Buddha (CH. 10) Seated Guanyin Bodhisattva (CH. 11) Womb World Mandala (CH. 12) Pyramid (El Castillo) with Chacmool (CH. 13) Bowl with Scorpions (CH. 13) Nok Horseman (CH. 14) Maius Woman Clothed with the Sun, Mogan Beatus (CH. 15) Salisbury Cathedral (CH. 17) Shrine of the Three Kings (Ch. 17) Pisano Life of St.John the Baptist (CH. 18) Master Theodoric St. Luke (CH. 18) Academic Honesty: From the Monmouth College Academic Honesty Policy:  We view academic dishonesty as a threat to the integrity and intellectual mission of our institution. Any breach of the academic honesty policy either intentionally or unintentionally - will be taken seriously and may result not only in failure in the course, but in suspension or expulsion from the college. It is each students responsibility to read, understand and comply with the general academic honesty policy at Monmouth College, as defined here in the Scots Guide, and to the specific guidelines for each course, as elaborated on the professors syllabus. ", What is the name of the column that stands in Rome? ,  Column of Trajan 
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. The following areas are examples of violations of the academic honesty policy:  Cheating on tests, labs, etc; Plagiarism, i.e., using the words, ideas, writing, or work of another without giving appropriate credit; Improper collaboration between students, i.e., not doing ones own work on outside assignments specified as group projects by the instructor; Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive.  The complete Monmouth College Academic Honesty Policy can be found on the College website. NOTE: This syllabus is subject to change. ***"," What is considered cheating on tests, labs, etc?  ","  Cheating on tests, labs, etc is any form of dishonest or deceitful behavior that gives an unfair advantage on a test, quiz, or other academic assignment. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. The following areas are examples of violations of the academic honesty policy:  Cheating on tests, labs, etc; Plagiarism, i.e., using the words, ideas, writing, or work of another without giving appropriate credit; Improper collaboration between students, i.e., not doing ones own work on outside assignments specified as group projects by the instructor; Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive.  The complete Monmouth College Academic Honesty Policy can be found on the College website. NOTE: This syllabus is subject to change. ***", What is considered plagiarism?  ,"  Plagiarism is the act of taking another person's work, words, ideas, or writing and passing it off as one's own without giving proper credit. "
"This class is ARTD 200, Art History Survey Part One, taught by Wunderlich in 2023. The following areas are examples of violations of the academic honesty policy:  Cheating on tests, labs, etc; Plagiarism, i.e., using the words, ideas, writing, or work of another without giving appropriate credit; Improper collaboration between students, i.e., not doing ones own work on outside assignments specified as group projects by the instructor; Submitting work previously submitted in another course, without previous authorization by the instructor. Please note that this list is not intended to be exhaustive.  The complete Monmouth College Academic Honesty Policy can be found on the College website. NOTE: This syllabus is subject to change. ***", What is improper collaboration between students?  ,  Improper collaboration between students is when students fail to do their own work in assignment specified as a group project by the instructor. 
"This class is ARTD 260, Intro to Handbuilding, taught by Wunderlich in 2021. Course objectives:  Students will:   Learn the fundamental principles of ceramics and develop technical skills for working in clay.   Be introduced to raw materials and composition of clay and glazes.   Be exposed to general history of ancient and contemporary ceramics.   Experience a variety of hand building and wheel thrown methods, and learn a variety of decorating, glazing, and firing techniques.   Develop sensitivity to formal aesthetic design and craftsmanship for both functional and non-functional ceramic forms.   Understand the value of maintaining a sketchbook for preliminary planning, ideas, and glazing and firing documentation.   Learn problem-solving skills associated with designing and creating three-dimensional art.   Become familiar with ceramic studio terminology.   Learn how to write, critique, and speak about art. Course Outcomes:  Students will:   Learn a variety of ways to create forms in clay, including pinch, coil, slab, extruding, press-molding, and wheel-throwing techniques. ", What are the course objectives? ,"  Students will learn the fundamental principles of ceramics and develop technical skills for working in clay; be introduced to raw materials and composition of clay and glazes; be exposed to general history of ancient and contemporary ceramics; experience a variety of hand building and wheel thrown methods; develop sensitivity to formal aesthetic design and craftsmanship for both functional and non-functional ceramic forms; understand the value of maintaining a sketchbook for preliminary planning, ideas, and glazing and firing documentation; learn problem-solving skills associated with designing and creating three-dimensional art; become familiar with ceramic studio terminology; and learn how to write, critique, and speak about art. "
"This class is ARTD 260, Intro to Handbuilding, taught by Wunderlich in 2021. Course objectives:  Students will:   Learn the fundamental principles of ceramics and develop technical skills for working in clay.   Be introduced to raw materials and composition of clay and glazes.   Be exposed to general history of ancient and contemporary ceramics.   Experience a variety of hand building and wheel thrown methods, and learn a variety of decorating, glazing, and firing techniques.   Develop sensitivity to formal aesthetic design and craftsmanship for both functional and non-functional ceramic forms.   Understand the value of maintaining a sketchbook for preliminary planning, ideas, and glazing and firing documentation.   Learn problem-solving skills associated with designing and creating three-dimensional art.   Become familiar with ceramic studio terminology.   Learn how to write, critique, and speak about art. Course Outcomes:  Students will:   Learn a variety of ways to create forms in clay, including pinch, coil, slab, extruding, press-molding, and wheel-throwing techniques. ", What techniques will students learn in this course? ,"  Students will learn a variety of ways to create forms in clay, including pinch, coil, slab, extruding, press-molding, and wheel-throwing techniques. "
"This class is ARTD 260, Intro to Handbuilding, taught by Wunderlich in 2021. Course objectives:  Students will:   Learn the fundamental principles of ceramics and develop technical skills for working in clay.   Be introduced to raw materials and composition of clay and glazes.   Be exposed to general history of ancient and contemporary ceramics.   Experience a variety of hand building and wheel thrown methods, and learn a variety of decorating, glazing, and firing techniques.   Develop sensitivity to formal aesthetic design and craftsmanship for both functional and non-functional ceramic forms.   Understand the value of maintaining a sketchbook for preliminary planning, ideas, and glazing and firing documentation.   Learn problem-solving skills associated with designing and creating three-dimensional art.   Become familiar with ceramic studio terminology.   Learn how to write, critique, and speak about art. Course Outcomes:  Students will:   Learn a variety of ways to create forms in clay, including pinch, coil, slab, extruding, press-molding, and wheel-throwing techniques. ", What will students learn related to design and aesthetic sensitivity? ,  Students will develop sensitivity to formal aesthetic design and craftsmanship for both functional and non-functional ceramic forms. 
"This class is ARTD 260, Intro to Handbuilding, taught by Wunderlich in 2021. Art Department Program Goals: This course meets the following goals of the Art Dept.: Students will develop skills of media manipulation through a functional understanding of the physical properties of materials combined with rigorous practice with media-specific techniques and processes. Students will appreciate and explore the communicative and expressive powers of visual art through both the creation of personally meaningful artworks in studio courses and through the study of other artists and cultures in art history courses. Students will develop improved skills of creativity, innovation, and problem solving through engaged participation in the cognitive and physical processes of making art.  Students will learn strategies for the interpretation and criticism of works of art. Students will develop improved skills of oral, written, and visual communication through making, through critique processes, and through interpretation activities.  Students will understand research and creation processes distinct to the visual arts discipline. ", What skills will students develop in this program? ,"  Students will develop skills of media manipulation, appreciate and explore the communicative and expressive powers of visual art, improved skills of creativity, innovation, and problem solving, strategies for the interpretation and criticism of works of art, improved skills of oral, written, and visual communication, and understand research and creation processes distinct to the visual arts discipline. "
